0	-117.6027	161.5286        70.5128
324	-69.5269	150.0262	212.6902
325	-71.188	153.6921	200.5706
326	-75.2678	145.6586	224.6565
327	-79.2309	150.7682	69.7718
328	-103.8559	22.657	126.9156
329	-107.7608	20.7953	126.3963
330	-103.1941	21.9838	149.463
331	-117.6027	15.3994	147.2614
332	-98.606	28.5188	135.7539
333	-106.977	17.9734	149.3043
334	-112.5767	19.4793	125.9961
335	-117.6026	18.6181	125.7196
336	-94.2411	55.6408	123.8626
337	-94.9717	54.6057	149.5579
338	-93.837	54.318	139.169
339	-92.986	34.8427	183.1295
340	-67.1334	53.1559	243.3629
341	-64.0193	72.2141	242.3882
342	-67.2169	8.1933	217.8061
343	-67.4126	87.8155	250.8162
344	-152.2327	87.7585	107.0591
345	-142.9913	80.0949	116.0134
346	-148.9915	96.987	122.6795
347	-132.5352	75.0957	108.7022
348	-176.3653	129.0492	72.169
349	-159.8366	91.5177	93.905
350	-138.1209	22.4057	115.8543
351	-134.0179	18.6077	127.3053
352	-124.1937	13.8925	122.3736
353	-154.7418	34.4474	181.3088
354	-157.6437	36.7561	178.5366
355	-157.4606	36.7908	181.315
356	-154.6091	81.618	127.0584
357	-161.109	78.7615	146.303
358	-158.3491	69.8276	132.932
359	-132.4168	166.0207	209.1254
360	-135.0645	169.9447	175.3243
361	-193.0965	60.476	81.3806
362	-178.588	55.8522	97.0374
363	-149.1337	31.6544	125.2093
364	-146.1108	36.8285	116.6703
365	-155.1682	58.1132	127.5109
366	-158.1788	48.2727	135.5134
367	-127.2273	14.6546	128.1875
368	-150.4497	19.9734	167.2845
369	-142.8917	17.6273	168.0288
370	-142.7591	15.9385	160.9585
371	-148.4113	18.0787	158.0918
372	-123.1351	4.5851	166.5819
373	-152.5353	25.3657	183.5656
374	-150.9631	24.691	183.3201
375	-151.8723	25.7276	183.0405
376	-141.1297	16.451	189.4954
377	-147.4894	17.4412	188.5503
378	-146.6241	20.8654	189.7769
379	-140.6205	19.4763	190.3731
380	-127.6745	26.5638	182.5959
381	-125.3307	20.5023	183.8045
382	-122.3167	17.2452	183.5514
383	-126.3487	20.898	178.1633
384	-122.0371	11.4957	197.2136
385	-121.9054	14.5063	187.1457
386	-126.2891	5.2639	153.0047
387	-123.2487	0.324	152.5259
388	-123.7535	10.3084	154.4777
389	-157.1207	26.677	210.5444
390	-164.18	40.6269	209.5703
391	-152.8483	29.4477	227.3536
392	-139.7561	14.9314	212.2147
393	-140.4076	31.1448	110.6817
394	-130.4442	16.6067	113.6709
395	-163.6133	76.2475	150.7009
396	-161.0968	59.3035	144.0943
397	-174.3627	18.0937	202.4935
398	-152.6297	2.9115	243.8989
399	-134.7002	27.1536	246.3982
400	-143.0208	4.8397	251.9315
401	-129.8703	18.2658	169.1086
402	-140.0377	23.6697	136.7386
403	-140.866	20.7344	138.7099
404	-128.9889	24.7663	184.7494
405	-128.7592	24.5737	185.1137
406	-121.9748	8.4965	141.153
407	-125.0589	19.9202	106.5266
408	-129.9248	38.9664	104.4903
409	-155.1094	52.4626	261.6382
410	-129.6411	56.5368	269.9843
411	-134.674	16.4221	261.1239
412	-175.2419	67.3755	111.4149
413	-133.8151	24.2859	107.7434
414	-155.7422	26.6589	150.7463
415	-156.5734	38.9015	144.6473
416	-160.8944	50.158	153.4566
417	-159.5083	37.0357	167.2658
418	-145.6848	21.4469	142.1607
419	-121.7444	7.1187	151.4571
420	-150.4421	21.4322	181.8792
421	-176.9127	59.809	169.7059
422	-175.8669	47.2038	182.7644
423	-168.6011	56.965	187.0922
424	-149.5396	20.6968	185.6826
425	-150.9232	20.2033	185.7402
426	-120.4603	11.8126	181.406
427	-137.4052	18.607	140.0076
428	-131.0372	12.5364	137.0068
429	-129.7359	11.5685	213.4244
430	-120.982	12.4201	110.8982
431	-167.7449	76.3275	159.278
432	-173.9881	101.2373	242.4846
433	-131.3272	14.0544	153.5637
434	-128.2158	8.5441	159.9955
435	-129.1215	10.9509	153.7909
436	-147.467	17.5232	187.7518
437	-134.5852	18.1989	187.8477
438	-134.4014	18.0247	188.0785
439	-127.8033	11.0097	141.4141
440	-135.1701	15.6681	151.2441
441	-128.1119	12.5577	151.927
442	-158.451	35.1544	186.1617
443	-154.4234	29.6962	186.0635
444	-172.0649	94.9611	179.7818
445	-170.2662	100.1941	175.8748
446	-182.6466	85.3583	156.8767
447	-137.0669	51.1371	109.9318
448	-148.1967	64.8829	120.3575
449	-139.5134	20.6355	130.5256
450	-134.7792	15.1694	165.5306
451	-134.5133	20.4794	172.9419
452	-126.105	7.7514	163.1747
453	-127.5194	5.2745	159.0653
454	-150.6292	21.5995	181.4591
455	-147.7358	19.4292	180.6522
456	-149.4037	22.0508	175.5976
457	-152.5475	26.8641	177.9504
458	-145.3544	16.0931	200.9991
459	-153.4954	22.6061	198.2058
460	-149.5903	21.713	182.2208
461	-156.4802	29.7097	169.5282
462	-128.2068	13.0848	196.2109
463	-149.5109	30.1117	134.4316
464	-170.9452	82.5755	171.3613
465	-167.2128	63.9651	170.5977
466	-185.5477	77.4318	219.5146
467	-172.3547	120.5391	222.7351
468	-170.7215	83.4728	180.8536
469	-143.7081	24.1729	119.8709
470	-152.4251	27.1187	182.8793
471	-152.2279	161.1578	187.264
472	-181.4669	138.8508	175.7342
473	-177.0039	80.6835	125.6886
474	-191.4302	101.8999	108.2044
475	-122.7155	8.0026	173.2475
476	-123.9245	1.7367	162.7226
477	-124.352	0.4659	157.2882
478	-147.2018	20.1759	186.9713
479	-127.73	17.0823	187.7124
480	-151.1853	20.1871	185.9351
481	-128.9483	10.2768	137.1597
482	-161.0863	139.2315	240.3014
483	-161.106	126.1556	249.9106
484	-129.4107	14.8689	192.7193
485	-149.4396	20.6194	192.4728
486	-151.4453	23.558	187.8217
487	-127.9477	11.6668	162.5152
488	-123.5523	11.0611	150.8922
489	-127.1961	26.7933	183.5073
490	-162.0288	45.5475	177.654
491	-125.6851	14.0853	171.946
492	-142.7856	17.9248	179.2794
493	-134.1206	19.4602	180.1167
494	-143.0696	20.0035	171.955
495	-162.512	49.843	188.2104
496	-156.7288	32.2027	194.7683
497	-154.2155	26.1307	190.0527
498	-122.1027	8.0709	137.1354
499	-140.0464	124.4025	258.6564
500	-132.349	150.3163	238.7292
501	-141.3065	16.4576	188.6158
502	-133.1211	13.9998	140.6282
503	-188.9865	92.0461	201.8579
504	-179.6803	74.4783	159.6226
505	-144.1456	159.7027	141.0228
506	-132.5099	16.2429	130.6717
507	-140.1281	15.7229	151.2957
508	-120.675	9.9697	149.6173
509	-134.1775	19.3077	180.6812
510	-134.2766	20.5476	181.0691
511	-130.2851	27.0676	182.7527
512	-168.2806	39.7736	198.2979
513	-141.3895	15.7696	198.6725
514	-140.3171	16.2666	193.6829
515	-134.3231	19.2446	187.8642
516	-141.2048	17.6118	187.931
517	-138.9619	19.4117	230.0219
518	-138.3357	22.2258	134.917
519	-152.8708	26.4282	183.8797
520	-147.6173	19.3748	181.0019
521	-145.2915	25.849	138.0317
522	-189.8775	144.9238	153.5901
523	-183.1083	88.8693	147.2152
524	-119.9992	-5.2545	159.9753
525	-119.9906	-4.0371	156.0602
526	-145.652	20.546	181.185
527	-126.2146	17.9218	185.5605
528	-151.6691	22.1268	197.1364
529	-140.46	20.403	144.2251
530	-142.7712	17.7955	179.8087
531	-126.6848	12.606	152.7294
532	-182.2429	111.4413	204.2004
533	-150.7224	157.523	212.2397
534	-134.5068	13.8526	157.1626
535	-130.3128	12.4249	160.6758
536	-130.3362	26.9476	183.5646
537	-136.2885	14.2803	200.2742
538	-144.5823	17.8278	187.4655
539	-142.3236	19.4126	180.5531
540	-157.4867	32.3564	195.7304
541	-131.1304	12.4178	136.2213
542	-123.48	11.6878	133.7112
543	-134.5802	19.4751	133.4715
544	-137.379	20.9782	135.593
545	-126.2187	12.7944	134.5527
546	-131.0841	16.1174	134.9863
547	-123.2151	8.4235	136.061
548	-126.4691	12.0399	132.1935
549	-130.307	15.0528	134.2863
550	-119.7722	8.2711	136.7065
551	-125.9613	8.9108	137.208
552	-133.3019	15.5427	137.0859
553	-133.1462	15.7121	136.2556
554	-120.1037	11.1504	133.7031
555	-120.1035	8.0126	135.9759
556	-125.9201	12.4935	133.8451
557	-126.3636	9.3518	136.1459
558	-132.6525	15.9237	135.3437
559	-132.2719	17.0559	134.7465
560	-130.5929	12.7487	135.1922
561	-123.5608	9.3177	135.0862
562	-126.2193	10.5474	135.043
563	-120.347	8.6995	135.0103
564	-128.9685	10.6359	136.2072
565	-128.381	11.3193	135.1001
566	-127.9374	13.3958	133.9849
567	-131.6307	14.9823	133.0571
568	-121.009	13.244	127.5005
569	-129.8766	15.2406	129.1575
570	-128.5649	14.0825	134.6779
571	-126.7426	12.2777	129.9006
572	-129.2455	13.0835	130.4927
573	-128.9796	13.0847	132.4069
574	-121.2099	11.0243	131.8128
575	-121.0751	11.36	129.4302
576	-121.0209	11.3687	134.2747
577	-133.9878	18.5721	135.4631
578	-132.1487	15.0604	131.6285
579	-134.0237	18.348	134.7884
580	-123.5749	11.8823	134.4419
581	-123.7573	11.4038	131.9734
582	-123.9628	11.6537	129.7643
583	-124.0979	13.9164	127.8361
584	-129.7853	10.0976	158.4786
585	-130.8928	12.7209	157.3383
586	-182.0959	126.3285	202.2166
587	-167.955	128.1827	232.2388
588	-192.4124	91.4824	72.9569
589	-175.5023	95.3961	179.6522
590	-174.8793	101.3669	176.0971
591	-174.3074	97.7221	174.1046
592	-175.7856	99.1057	174.4017
593	-176.3877	94.4104	177.2649
594	-174.3001	93.396	176.2886
595	-174.4353	88.7272	173.6396
596	-173.211	87.5509	174.5064
597	-174.3403	88.4496	169.1039
598	-172.8955	85.4611	168.3749
599	-175.05	86.2485	175.1755
600	-170.9226	84.2638	157.9682
601	-168.8956	86.873	160.2919
602	-169.0113	83.8505	161.3822
603	-170.2505	80.6245	159.2513
604	-171.2995	87.6974	164.041
605	-170.1512	84.8111	163.7155
606	-174.2099	90.0361	165.3403
607	-172.3266	96.1735	155.1898
608	-175.3413	104.9412	168.8233
609	-176.1916	101.4045	167.8195
610	-173.2509	93.53	156.6837
611	-170.3758	86.7022	151.34
612	-163.405	78.2342	146.3937
613	-167.2444	77.6911	150.3319
614	-167.4514	88.2293	148.466
615	-175.265	99.6517	168.2023
616	-174.3771	96.9312	173.2026
617	-175.1449	98.4482	167.844
618	-171.464	82.1287	163.8992
619	-172.9247	88.9608	160.185
620	-175.2554	85.2759	177.087
621	-174.3369	92.6131	175.1514
622	-129.9369	8.1048	155.7726
623	-130.9553	11.2871	155.0558
624	-157.0071	27.3427	161.7448
625	-154.2871	21.9233	158.5876
626	-173.8132	100.0472	159.4688
627	-165.6784	150.0262	212.6902
628	-164.0173	153.6921	200.5705
629	-159.9375	145.6586	224.6566
630	-155.9745	150.7682	69.7719
631	-131.3494	22.657	126.9155
632	-127.4445	20.7953	126.3963
633	-132.4053	22.8351	149.4629
634	-136.5994	28.5188	135.7539
635	-128.2283	17.9734	149.3043
636	-122.6286	19.4793	125.9961
637	-140.9642	55.6408	123.8626
638	-140.2336	54.6057	149.5439
639	-142.2956	54.3181	139.1689
640	-142.2193	34.8427	183.1296
641	-168.0719	53.1558	243.3628
642	-171.186	72.2141	242.3882
643	-167.9884	8.1932	217.8061
644	-167.7928	87.8155	250.8162
645	-95.392	19.3174	185.0879
646	-95.392	20.8992	190.2616
647	-98.0049	20.8747	189.5618
648	-99.9176	20.8079	187.6502
649	-100.6177	20.7168	185.0389
650	-99.9176	20.6256	182.4278
651	-98.0049	20.5588	180.5162
652	-95.392	20.5344	179.8165
653	-92.7792	20.5588	180.5161
654	-90.8664	20.6256	182.4278
655	-90.1663	20.7168	185.039
656	-90.8665	20.8079	187.6502
657	-92.7792	20.8747	189.5618
658	-95.392	24.8558	193.9511
659	-99.9176	24.8135	192.7392
660	-103.2306	24.6978	189.4283
661	-104.4432	24.5399	184.9054
662	-103.2306	24.382	180.3826
663	-99.9176	24.2663	177.0718
664	-95.392	24.2241	175.8598
665	-90.8664	24.2663	177.0717
666	-87.5535	24.382	180.3826
667	-86.3409	24.5399	184.9055
668	-87.5535	24.6978	189.4283
669	-90.8664	24.8135	192.7392
670	-95.392	30.1272	195.1683
671	-100.6177	30.0783	193.7686
672	-104.4432	29.9448	189.9456
673	-105.8434	29.7624	184.7231
674	-104.4432	29.58	179.5006
675	-100.6177	29.4465	175.6775
676	-95.392	29.3977	174.2779
677	-90.1663	29.4465	175.6775
678	-86.3409	29.5801	179.5006
679	-84.9406	29.7624	184.7231
680	-86.3409	29.9448	189.9456
681	-90.1663	30.0783	193.7686
682	-95.392	30.1272	195.1683
683	-100.6177	30.0783	193.7686
684	-104.4432	29.9448	189.9456
685	-105.8434	29.7624	184.7231
686	-104.4432	29.58	179.5006
687	-100.6177	29.4465	175.6775
688	-95.392	29.3977	174.2779
689	-90.1663	29.4465	175.6775
690	-86.3409	29.5801	179.5006
691	-84.9406	29.7624	184.7231
692	-86.3409	29.9448	189.9456
693	-90.1663	30.0783	193.7686
694	-139.3804	19.3198	185.1566
695	-139.3804	20.9015	190.3303
696	-141.9932	20.8771	189.6307
697	-143.906	20.8103	187.7189
698	-144.6061	20.7191	185.1076
699	-143.906	20.628	182.4965
700	-141.9933	20.5612	180.5849
701	-139.3804	20.5368	179.8853
702	-136.7675	20.5612	180.5849
703	-134.8548	20.628	182.4965
704	-134.1547	20.7191	185.1076
705	-134.8548	20.8103	187.7189
706	-136.7675	20.8771	189.6306
707	-139.3804	24.8582	194.0199
708	-143.906	24.8159	192.808
709	-147.2189	24.7002	189.497
710	-148.4316	24.5423	184.9743
711	-147.219	24.3844	180.4512
712	-143.906	24.2688	177.1405
713	-139.3804	24.2264	175.9286
714	-134.8548	24.2687	177.1405
715	-131.5419	24.3844	180.4512
716	-130.3292	24.5423	184.9743
717	-131.5419	24.7002	189.497
718	-134.8548	24.8158	192.808
719	-139.3804	30.1295	195.2369
720	-144.6061	30.0807	193.8374
721	-148.4315	29.9472	190.0143
722	-149.8318	29.7648	184.7919
723	-148.4316	29.5825	179.5693
724	-144.6061	29.4489	175.7462
725	-139.3804	29.4001	174.3467
726	-134.1547	29.4489	175.7462
727	-130.3292	29.5825	179.5693
728	-128.929	29.7648	184.7919
729	-130.3292	29.9472	190.0143
730	-134.1547	30.0807	193.8374
731	-139.3804	30.1295	195.2369
732	-144.6061	30.0807	193.8374
733	-148.4315	29.9472	190.0143
734	-149.8318	29.7648	184.7919
735	-148.4316	29.5825	179.5693
736	-144.6061	29.4489	175.7462
737	-139.3804	29.4001	174.3467
738	-134.1547	29.4489	175.7462
739	-130.3292	29.5825	179.5693
740	-128.929	29.7648	184.7919
741	-130.3292	29.9472	190.0143
742	-134.1547	30.0807	193.8374
743	-99.8458	46.4567	137.3881
744	-97.1008	42.2103	139.4392
745	-98.6515	41.3676	136.2932
746	-98.3324	35.7973	136.9087
747	-98.5834	40.9829	136.1078
748	-105.3674	31.6281	135.5879
749	-102.4335	29.6511	137.9582
750	-106.075	31.5492	137.4921
751	-96.6175	50.5125	137.4239
752	-96.5718	47.4532	139.4092
753	-100.3702	52.9946	137.6247
754	-103.2887	35.7076	135.9269
755	-107.2715	20.0703	135.2727
756	-112.7239	22.0503	137.2953
757	-111.3695	17.964	134.3088
758	-106.3174	29.715	135.5552
759	-103.2992	25.2462	134.491
760	-109.1618	23.9884	138.0674
761	-103.5499	24.1298	133.7593
762	-105.931	19.6795	135.0363
763	-117.3724	16.17	132.6703
764	-115.0905	20.4871	138.8436
765	-107.7212	27.4019	137.8564
766	-107.9455	20.769	137.4229
767	-103.8015	42.6476	139.5727
768	-111.8864	17.7063	132.7754
769	-101.972	43.4877	135.9758
770	-103.3541	34.6463	136.142
771	-102.3463	30.2002	135.678
772	-115.7476	16.5374	140.3391
773	-99.8296	47.9665	137.4893
774	-96.8179	51.5313	136.9723
775	-107.2962	27.8916	135.4054
776	-97.3008	47.0448	139.26
777	-98.254	39.6531	134.9353
778	-103.5505	41.297	138.9086
779	-111.7457	18.5952	136.8149
780	-104.7069	21.4373	132.7919
